,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
47,34221257,09/01/2016 12:00:00 AM,09/09/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11204.0,58 STREET,58 STREET,20 AVENUE,21 AVENUE,,,BLOCKFACE,BROOKLYN,,,Closed,10/01/2016 08:43:44 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/09/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,989452.0,165255.0,Unspecified,BROOKLYN,,,,,,,,40.62026173799985,-73.98126164848605,"(40.62026173799984, -73.98126164848604)"
49,34221441,09/01/2016 12:00:00 AM,11/04/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Lot,10306.0,MASON AVENUE,MASON AVENUE,BEDFORD AVENUE,MIDLAND AVENUE,,,BLOCKFACE,STATEN ISLAND,,,Closed,10/01/2016 12:08:18 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,11/04/2016 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,957273.0,148907.0,Unspecified,STATEN ISLAND,,,,,,,,40.57535026553134,-74.09710970952241,"(40.57535026553134, -74.09710970952241)"
53,34222126,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10024.0,316 WEST   84 STREET,WEST   84 STREET,WEST END AVENUE,RIVERSIDE DRIVE,,,ADDRESS,NEW YORK,,,Closed,10/01/2016 11:26:26 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/01/2016 11:31:28 AM,07 MANHATTAN,MANHATTAN,989935.0,226306.0,Unspecified,MANHATTAN,,,,,,,,40.787832018809155,-73.97947027288039,"(40.787832018809155, -73.97947027288039)"
54,34222197,09/01/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11379.0,69-80 JUNIPER BLVD SOUTH,JUNIPER BLVD SOUTH,69 LANE,70 STREET,,,ADDRESS,Middle Village,,,Closed,10/01/2016 11:06:47 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,05 QUEENS,QUEENS,1016008.0,200502.0,Unspecified,QUEENS,,,,,,,,40.71695140651701,-73.88543713477206,"(40.716951406517005, -73.88543713477206)"
55,34222198,09/01/2016 12:00:00 AM,09/22/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11372.0,89-14 34 AVENUE,34 AVENUE,89 STREET,90 STREET,,,ADDRESS,Jackson Heights,,,Closed,10/01/2016 12:37:38 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/22/2016 12:00:00 AM,03 QUEENS,QUEENS,1017969.0,214160.0,Unspecified,QUEENS,,,,,,,,40.75443195258282,-73.87829463679984,"(40.75443195258282, -73.87829463679984)"
56,34222204,09/01/2016 12:00:00 AM,09/07/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11207.0,416 MILLER AVENUE,MILLER AVENUE,BELMONT AVENUE,SUTTER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/01/2016 09:25:25 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/07/2016 12:00:00 AM,05 BROOKLYN,BROOKLYN,1014571.0,183597.0,Unspecified,BROOKLYN,,,,,,,,40.67055617394271,-73.89069701380555,"(40.6705561739427, -73.89069701380554)"
57,34222220,09/01/2016 12:00:00 AM,09/15/2016 12:01:57 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10452.0,125 MARCY PLACE,MARCY PLACE,WALTON AVENUE,GRAND CONCOURSE,,,ADDRESS,BRONX,,,Closed,10/01/2016 02:39:33 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2016 12:01:57 PM,04 BRONX,BRONX,1007484.0,244596.0,Unspecified,BRONX,,,,,,,,40.83800423364504,-73.91603386694314,"(40.83800423364504, -73.91603386694314)"
58,34222457,09/01/2016 12:00:00 AM,09/19/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10470.0,4434 CARPENTER AVENUE,CARPENTER AVENUE,NEREID AVENUE,EAST 239 STREET,,,ADDRESS,BRONX,,,Closed,10/01/2016 12:29:24 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/19/2016 12:00:00 AM,12 BRONX,BRONX,1023932.0,267265.0,Unspecified,BRONX,,,,,,,,40.90016504443368,-73.85645772544008,"(40.90016504443368, -73.85645772544008)"
60,34222710,09/01/2016 12:00:00 AM,09/06/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10036.0,450 WEST 46TH STREET,WEST 46TH STREET,,,,,LATLONG,NEW YORK,,,Closed,10/01/2016 06:49:31 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/06/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,986169.0,216802.0,Unspecified,MANHATTAN,,,,,,,,40.761747652539576,-73.99307280258473,"(40.761747652539576, -73.99307280258473)"
62,34222982,09/01/2016 12:00:00 AM,09/09/2016 04:20:06 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,11207.0,220 HIGHLAND BOULEVARD,HIGHLAND BOULEVARD,MILLER AVENUE,BULWER PLACE,,,ADDRESS,BROOKLYN,,,Closed,10/01/2016 01:38:21 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/09/2016 04:20:06 PM,05 BROOKLYN,BROOKLYN,1013798.0,187750.0,Unspecified,BROOKLYN,,,,,,,,40.68195782750632,-73.89346536095306,"(40.68195782750631, -73.89346536095307)"
64,34223228,09/01/2016 12:00:00 AM,09/26/2016 03:59:56 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11433.0,107-01 160 STREET,160 STREET,107 AVENUE,108 AVENUE,,,ADDRESS,Jamaica,,,Closed,10/01/2016 07:27:31 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/26/2016 03:59:56 PM,12 QUEENS,QUEENS,1041255.0,193376.0,Unspecified,QUEENS,,,,,,,,40.69726562031242,-73.79442244614152,"(40.69726562031242, -73.79442244614151)"
65,34223245,09/01/2016 12:00:00 AM,09/10/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11356.0,22-17 125TH STREET,125TH STREET,,,,,LATLONG,COLLEGE POINT,,,Closed,10/01/2016 11:56:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1027719.0,223346.0,Unspecified,QUEENS,,,,,,,,40.77960254452257,-73.84304364368914,"(40.77960254452257, -73.84304364368914)"
66,34223246,09/01/2016 12:00:00 AM,09/10/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11207.0,1379 BUSHWICK AVENUE,BUSHWICK AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,10/01/2016 08:37:52 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1009133.0,188981.0,Unspecified,BROOKLYN,,,,,,,,40.68535098324868,-73.9102803531488,"(40.685350983248675, -73.91028035314882)"
68,34223292,09/01/2016 12:00:00 AM,09/11/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11203.0,263 EAST   39 STREET,EAST   39 STREET,CHURCH AVENUE,SNYDER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/01/2016 02:51:21 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/11/2016 12:00:00 AM,17 BROOKLYN,BROOKLYN,1000652.0,176349.0,Unspecified,BROOKLYN,,,,,,,,40.65069874586203,-73.94089068124975,"(40.65069874586203, -73.94089068124977)"
71,34223719,09/01/2016 12:00:00 AM,09/06/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10036.0,448 WEST 46TH STREET,WEST 46TH STREET,,,,,LATLONG,NEW YORK,,,Closed,10/01/2016 06:53:01 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/06/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,986190.0,216772.0,Unspecified,MANHATTAN,,,,,,,,40.76166530566641,-73.99299700553878,"(40.761665305666405, -73.99299700553878)"
73,34224068,09/01/2016 12:00:00 AM,09/23/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11427.0,215 HILLSIDE AVENUE,HILLSIDE AVENUE,215 STREET,215 PLACE,,,ADDRESS,QUEENS,,,Closed,10/01/2016 01:45:12 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2016 08:26:18 AM,Unspecified QUEENS,QUEENS,1053566.0,204196.0,Unspecified,QUEENS,,,,,,,,40.72687595916265,-73.74991401468239,"(40.72687595916265, -73.74991401468239)"
74,34224073,09/01/2016 12:00:00 AM,09/20/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11691.0,717 BEACH   19 STREET,BEACH   19 STREET,CRAWFORD COURT,CORNAGA AVENUE,,,ADDRESS,Far Rockaway,,,Closed,10/01/2016 02:42:42 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2016 12:00:00 AM,14 QUEENS,QUEENS,1053202.0,158575.0,Unspecified,QUEENS,,,,,,,,40.60165979848498,-73.75169385711786,"(40.60165979848498, -73.75169385711786)"
75,34224090,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11238.0,95 EASTERN PARKWAY,EASTERN PARKWAY,UNDERHILL AVENUE,BEND,,,ADDRESS,BROOKLYN,,,Closed,10/01/2016 07:37:07 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/01/2016 08:06:26 AM,08 BROOKLYN,BROOKLYN,993739.0,184332.0,Unspecified,BROOKLYN,,,,,,,,40.672620422134116,-73.9657924245824,"(40.672620422134116, -73.9657924245824)"
76,34224091,09/01/2016 12:00:00 AM,09/04/2016 05:42:28 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226.0,222 LENOX ROAD,LENOX ROAD,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/01/2016 09:27:13 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/04/2016 05:42:28 PM,17 BROOKLYN,BROOKLYN,997594.0,177558.0,Unspecified,BROOKLYN,,,,,,,,40.654022322845066,-73.95190866824001,"(40.654022322845066, -73.95190866824002)"
79,34224212,09/01/2016 12:00:00 AM,09/21/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216.0,242 QUINCY STREET,QUINCY STREET,BEDFORD AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/01/2016 06:46:52 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,997584.0,189501.0,Unspecified,BROOKLYN,,,,,,,,40.68680319686127,-73.9519210836267,"(40.68680319686127, -73.9519210836267)"
80,34224263,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11207.0,1108 DECATUR STREET,DECATUR STREET,EVERGREEN AVENUE,CENTRAL AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/01/2016 02:03:09 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/01/2016 02:20:16 PM,04 BROOKLYN,BROOKLYN,1009469.0,189657.0,Unspecified,BROOKLYN,,,,,,,,40.687205496534574,-73.90906632186744,"(40.68720549653458, -73.90906632186743)"
81,34224286,09/01/2016 12:00:00 AM,09/09/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10016.0,133 EAST 27TH STREET,EAST 27TH STREET,,,,,LATLONG,NEW YORK,,,Closed,10/01/2016 02:29:29 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/09/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,989068.0,209617.0,Unspecified,MANHATTAN,,,,,,,,40.742025541760405,-73.98261315386273,"(40.74202554176041, -73.98261315386274)"
82,34224287,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10014.0,328 WEST 11TH STREET,WEST 11TH STREET,,,,,LATLONG,NEW YORK,,,Closed,10/01/2016 08:25:56 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/01/2016 08:29:29 AM,Unspecified MANHATTAN,MANHATTAN,982175.0,207251.0,Unspecified,MANHATTAN,,,,,,,,40.73553252742908,-74.00748737856152,"(40.73553252742908, -74.00748737856152)"
83,34224289,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10452.0,1285 SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,WEST 169 STREET,WEST 170 STREET,,,ADDRESS,BRONX,,,Closed,10/01/2016 12:10:12 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/01/2016 12:19:43 PM,04 BRONX,BRONX,1005685.0,245144.0,Unspecified,BRONX,,,,,,,,40.839512883641476,-73.9225335785482,"(40.83951288364148, -73.92253357854821)"
84,34224298,09/01/2016 12:00:00 AM,09/09/2016 09:25:48 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027.0,1467 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 131 STREET,WEST 133 STREET,,,ADDRESS,NEW YORK,,,Closed,10/01/2016 09:59:56 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/09/2016 09:25:48 AM,09 MANHATTAN,MANHATTAN,997128.0,237003.0,Unspecified,MANHATTAN,,,,,,,,40.81718479255649,-73.9534743279133,"(40.81718479255649, -73.9534743279133)"
85,34224441,09/01/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11234.0,1958 COLEMAN STREET,COLEMAN STREET,FILLMORE AVENUE,AVENUE S,,,ADDRESS,BROOKLYN,,,Closed,10/01/2016 04:56:43 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,18 BROOKLYN,BROOKLYN,1004088.0,162537.0,Unspecified,BROOKLYN,,,,,,,,40.612780710916674,-73.92854867410912,"(40.61278071091667, -73.92854867410912)"
86,34224442,09/01/2016 12:00:00 AM,09/08/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10025.0,784 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 97 STREET,WEST 100 STREET,,,ADDRESS,NEW YORK,,,Closed,10/01/2016 09:25:20 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/08/2016 12:00:00 AM,07 MANHATTAN,MANHATTAN,993554.0,228706.0,Unspecified,MANHATTAN,,,,,,,,40.79441630321523,-73.96639798142819,"(40.79441630321523, -73.96639798142819)"
